query,page,clicks,impressions,ctr_percent,position,query_type
de frac,https://www.morfrac.com/,0.0,1.0,0.0,30.0,Non-branded
de shackle,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,0.0,1.0,0.0,8.0,Non-branded
deck pad eye,https://www.morfrac.com/padeye,0.0,6.0,0.0,3.17,Non-branded
dee shackle,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,0.0,1.0,0.0,11.0,Non-branded
deproa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,0.0,1.0,0.0,9.0,Non-branded
descuento hardware de muelle,https://www.morfrac.com/es/shop,0.0,1.0,0.0,3.0,Non-branded
dog bine,https://www.morfrac.com/dogbone,0.0,1.0,0.0,1.0,Non-branded
dog bone,https://www.morfrac.com/dogbone,0.0,81.0,0.0,1.07,Non-branded
dog bone,https://www.morfrac.com/es/dogbone,0.0,9.0,0.0,9.44,Non-branded
dog bone connection,https://www.morfrac.com/dogbone,0.0,1.0,0.0,23.0,Non-branded
dog bone corners,https://www.morfrac.com/dogbone,0.0,1.0,0.0,64.0,Non-branded
dog bone metal,https://www.morfrac.com/dogbone,0.0,2.0,0.0,10.0,Non-branded
dog bone rigging,https://www.morfrac.com/dogbone,0.0,13.0,0.0,4.15,Non-branded
dog bone sailing,https://www.morfrac.com/dogbone,0.0,6.0,0.0,7.17,Non-branded
dog bone shackle,https://www.morfrac.com/dogbone,0.0,9.0,0.0,6.0,Non-branded
dog bone soft shackle,https://www.morfrac.com/dogbone,0.0,10.0,0.0,8.4,Non-branded
dog bone steel,https://www.morfrac.com/dogbone,0.0,1.0,0.0,9.0,Non-branded
dog bones,https://www.morfrac.com/es/dogbone,0.0,8.0,0.0,6.62,Non-branded
dog bons,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,7.0,Non-branded
dog-bone,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,7.0,Non-branded
dog-bone fillets,https://www.morfrac.com/dogbone,0.0,1.0,0.0,33.0,Non-branded
dogbone,https://www.morfrac.com/dogbone,0.0,180.0,0.0,7.29,Non-branded
dogbone,https://www.morfrac.com/es/dogbone,0.0,106.0,0.0,7.75,Non-branded
dogbone carriers,https://www.morfrac.com/dogbone,0.0,4.0,0.0,28.25,Non-branded
dogbone connection,https://www.morfrac.com/dogbone,0.0,1.0,0.0,33.0,Non-branded
dogbone corner,https://www.morfrac.com/dogbone,0.0,1.0,0.0,42.0,Non-branded
dogbone corners,https://www.morfrac.com/dogbone,0.0,1.0,0.0,44.0,Non-branded
dogbone joint,https://www.morfrac.com/dogbone,0.0,53.0,0.0,64.94,Non-branded
dogbone link,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,8.0,Non-branded
dogbone rigging,https://www.morfrac.com/dogbone,0.0,2.0,0.0,3.0,Non-branded
dogbone sailing,https://www.morfrac.com/dogbone,0.0,5.0,0.0,8.8,Non-branded
dogbone sailing,https://www.morfrac.com/es/dogbone,0.0,2.0,0.0,6.0,Non-branded
dogbone shackle,https://www.morfrac.com/es/shackle,0.0,2.0,0.0,7.5,Non-branded
dogbone shape,https://www.morfrac.com/dogbone,0.0,1.0,0.0,47.0,Non-branded
dogbones,https://www.morfrac.com/dogbone,0.0,88.0,0.0,13.38,Non-branded
dogbones,https://www.morfrac.com/es/dogbone,0.0,35.0,0.0,13.94,Non-branded
dw dog bone,https://www.morfrac.com/es/dogbone,0.0,1.0,0.0,11.0,Non-branded
ez furl,https://www.morfrac.com/powerfurl,0.0,1.0,0.0,33.0,Non-branded
farr performance,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,7.0,0.0,9.14,Non-branded
farr x2,https://www.morfrac.com/es/blog/blog-1/farr-x2-5,0.0,2.0,0.0,7.5,Non-branded
farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,0.0,23.0,0.0,5.87,Non-branded
fff shop,https://www.morfrac.com/es/shop/morfblock-17/morfblock-xl-05-12386,0.0,1.0,0.0,44.0,Non-branded
fixafrac,https://www.morfrac.com/,0.0,5.0,0.0,26.6,Non-branded
fixafrac,https://www.morfrac.com/solutions,0.0,3.0,0.0,25.33,Non-branded
four ti,https://www.morfrac.com/shop/shackle10-12511,0.0,2.0,0.0,5.0,Non-branded
friction ring,https://www.morfrac.com/shop/category/morfring-26,0.0,1.0,0.0,2.0,Non-branded
friction ring,https://www.morfrac.com/shop/morfring-15-12476,0.0,1.0,0.0,2.0,Non-branded
grip.de,https://www.morfrac.com/es/blog/blog-1/mas-agarre-con-el-soft-grip-de-morfrac-1,0.0,1.0,0.0,16.0,Non-branded
gripde,https://www.morfrac.com/es/blog/blog-1/mas-agarre-con-el-soft-grip-de-morfrac-1,0.0,3.0,0.0,7.67,Non-branded
grã¶ãÿtes shopping center amsterdam,https://www.morfrac.com/es/blog/blog-1/presentamos-morfwing-31,0.0,1.0,0.0,81.0,Non-branded
helice de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,0.0,10.0,0.0,3.4,Non-branded
helices de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,0.0,4.0,0.0,2.0,Non-branded
how much new,https://www.morfrac.com/powerfurl,0.0,1.0,0.0,18.0,Non-branded
hélice de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,0.0,1.0,0.0,2.0,Non-branded
kevlar dog bone,https://www.morfrac.com/dogbone,0.0,8.0,0.0,9.0,Non-branded
loop ma,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,1.0,0.0,47.0,Non-branded
m loop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,2.0,0.0,14.0,Non-branded
m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,29.0,0.0,9.28,Non-branded
m-loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,3.0,0.0,1.0,Non-branded
manorfarmca.com contact number,https://www.morfrac.com/,0.0,1.0,0.0,3.0,Non-branded
mapfrac,https://www.morfrac.com/solutions,0.0,1.0,0.0,45.0,Non-branded
marine pad eye,https://www.morfrac.com/padeye,0.0,1.0,0.0,51.0,Non-branded
metal dog bone,https://www.morfrac.com/dogbone,0.0,2.0,0.0,11.5,Non-branded
mloop,https://www.morfrac.com/es/shop/mloop-dyneema-loop-12675,0.0,137.0,0.0,6.03,Non-branded
mloop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,96.0,0.0,7.89,Non-branded
